Energy,Spectral_spread,Spectral_rollof,MFCC2,MFCC3,Class
0.000521,0.178,0.0572,-0.0981,0.195,Walk
0.000648,0.156,0.0502,0.0889,0.233,Walk
0.000552,0.166,0.0513,0.49,-0.0918,Walk
0.000519,0.159,0.0482,-0.225,0.36,Walk
0.000458,0.155,0.0515,-0.105,0.555,Walk
0.000419,0.157,0.0669,-0.145,0.498,Walk
0.00058,0.167,0.0499,-0.00665,0.256,Walk
0.000672,0.16,0.0505,0.367,0.031,Walk
0.000611,0.168,0.0497,0.188,0.0846,Walk
0.000476,0.154,0.0504,-0.183,0.341,Walk
0.000475,0.148,0.0572,-0.274,0.53,Walk
0.000392,0.173,0.0618,-0.137,0.256,Walk
0.000539,0.161,0.0507,0.0414,0.244,Walk
0.000658,0.166,0.0504,0.474,-0.102,Walk
0.000557,0.156,0.0484,-0.149,0.385,Walk
0.000433,0.155,0.0511,-0.129,0.448,Walk
0.000414,0.152,0.0664,-0.126,0.485,Walk
0.0006,0.17,0.0525,-0.11,0.26,Walk
0.000608,0.158,0.0504,0.329,0.0334,Walk
0.000668,0.167,0.0503,0.287,0.0643,Walk
0.000404,0.159,0.0493,-0.141,0.277,Walk
0.000541,0.145,0.0564,-0.306,0.532,Walk
0.000436,0.172,0.0625,-0.153,0.323,Walk
0.000735,0.162,0.0492,0.0537,0.25,Walk
0.000639,0.16,0.0503,0.438,-0.0278,Walk
0.000571,0.16,0.0492,-0.0739,0.275,Walk
0.000389,0.157,0.0521,-0.00445,0.412,Walk
0.000477,0.152,0.0615,-0.308,0.511,Walk
0.000552,0.18,0.0555,-0.0334,0.235,Walk
0.000634,0.157,0.0502,0.225,0.15,Walk
0.000614,0.166,0.0508,0.374,0.0452,Walk
0.000451,0.16,0.0483,-0.101,0.349,Walk
0.00044,0.151,0.0509,-0.212,0.483,Walk
0.000351,0.16,0.0852,-0.288,0.376,Walk
0.000666,0.163,0.0491,0.011,0.22,Walk
0.000543,0.163,0.0501,0.414,-0.0492,Walk
0.000545,0.163,0.0498,0.1,0.174,Walk
0.00042,0.155,0.0517,-0.15,0.355,Walk
0.000468,0.145,0.0604,-0.289,0.549,Walk
0.000539,0.179,0.0576,-0.0758,0.202,Walk
0.000652,0.158,0.0505,0.139,0.246,Walk
0.000589,0.164,0.0508,0.423,-0.0931,Walk
0.00049,0.16,0.0481,-0.187,0.405,Walk
0.000441,0.155,0.0509,-0.187,0.433,Walk
0.000422,0.157,0.0698,-0.239,0.453,Walk
0.000588,0.166,0.0501,-0.0225,0.25,Walk
0.000577,0.159,0.0508,0.416,0.0262,Walk
0.00069,0.167,0.0499,0.17,0.0918,Walk
0.000442,0.153,0.0507,-0.164,0.35,Walk
0.000493,0.148,0.0566,-0.267,0.542,Walk
0.000396,0.172,0.0619,-0.107,0.299,Walk
0.000563,0.163,0.0506,0.0695,0.279,Walk
0.000698,0.16,0.0499,0.479,-0.0901,Walk
0.000533,0.163,0.0487,-0.192,0.348,Walk
0.000412,0.156,0.0514,-0.181,0.428,Walk
0.000422,0.153,0.0653,-0.118,0.476,Walk
0.000569,0.171,0.053,-0.118,0.239,Walk
0.000665,0.158,0.0501,0.3,0.0714,Walk
0.000554,0.169,0.0503,0.344,0.0397,Walk
0.000471,0.158,0.0496,-0.171,0.317,Walk
0.000519,0.146,0.0572,-0.265,0.546,Walk
0.00041,0.172,0.0626,-0.133,0.335,Walk
0.000656,0.162,0.0495,0.0346,0.254,Walk
0.000638,0.161,0.0502,0.404,-0.0632,Walk
0.000573,0.161,0.0489,-0.0751,0.272,Walk
0.000412,0.156,0.0518,0.0268,0.455,Walk
0.000444,0.15,0.0623,-0.28,0.494,Walk
0.000577,0.176,0.0544,-0.0962,0.271,Walk
0.000628,0.157,0.0504,0.237,0.183,Walk
0.000598,0.167,0.0509,0.362,0.0322,Walk
0.000462,0.161,0.0481,-0.123,0.327,Walk
0.000446,0.151,0.0507,-0.185,0.494,Walk
0.000353,0.161,0.0849,-0.284,0.389,Walk
0.00066,0.163,0.049,0.0144,0.216,Walk
0.000572,0.161,0.0505,0.402,-0.03,Walk
0.000486,0.163,0.0501,0.108,0.162,Walk
0.00049,0.156,0.0514,-0.127,0.375,Walk
0.000411,0.147,0.061,-0.229,0.536,Walk
0.00041,0.173,0.0569,-0.153,0.265,Walk
0.000613,0.158,0.0507,0.166,0.246,Walk
0.000606,0.163,0.0508,0.432,-0.0661,Walk
0.000476,0.16,0.0479,-0.184,0.385,Walk
0.000428,0.154,0.051,-0.182,0.446,Walk
0.00045,0.156,0.0686,-0.221,0.456,Walk
0.000536,0.166,0.0502,-0.00728,0.265,Walk
0.00055,0.159,0.0512,0.399,0.00673,Walk
0.000679,0.166,0.0499,0.184,0.0976,Walk
0.00046,0.154,0.0506,-0.157,0.335,Walk
0.000494,0.147,0.0567,-0.283,0.526,Walk
0.000394,0.172,0.0621,-0.11,0.272,Walk
0.000543,0.161,0.0509,0.0859,0.29,Walk
0.000648,0.16,0.0503,0.518,-0.0862,Walk
0.000559,0.164,0.0487,-0.145,0.348,Walk
0.000373,0.157,0.0525,0.0175,0.381,Walk
0.000455,0.152,0.0627,-0.28,0.517,Walk
0.000569,0.171,0.0529,-0.0497,0.291,Walk
0.00068,0.157,0.0503,0.357,0.117,Walk
0.000587,0.17,0.0502,0.346,0.0455,Walk
0.000448,0.159,0.0494,-0.184,0.312,Walk
0.000529,0.145,0.0554,-0.271,0.576,Walk
0.000402,0.172,0.0631,-0.0955,0.369,Walk
0.000685,0.163,0.0493,0.0817,0.305,Walk
0.000634,0.159,0.0505,0.425,-0.0416,Walk
0.00058,0.16,0.0492,-0.0639,0.272,Walk
0.00041,0.156,0.0525,0.0469,0.458,Walk
0.000461,0.149,0.0618,-0.287,0.504,Walk
0.000545,0.176,0.0552,-0.12,0.204,Walk
0.000663,0.158,0.05,0.144,0.141,Walk
0.00064,0.167,0.0509,0.492,-0.0677,Walk
0.000518,0.159,0.0485,-0.242,0.362,Walk
0.000428,0.15,0.0511,-0.164,0.531,Walk
0.000352,0.16,0.086,-0.256,0.439,Walk
0.000625,0.166,0.0489,0.0269,0.214,Walk
0.000618,0.16,0.0506,0.372,-0.0128,Walk
0.000525,0.163,0.0501,0.136,0.161,Walk
0.000504,0.155,0.0513,-0.153,0.319,Walk
0.000433,0.149,0.0597,-0.239,0.529,Walk
0.000413,0.173,0.057,-0.144,0.259,Walk
0.000631,0.158,0.0504,0.108,0.234,Walk
0.000638,0.166,0.051,0.41,-0.0812,Walk
0.000467,0.16,0.0478,-0.198,0.361,Walk
0.000471,0.155,0.0506,-0.185,0.467,Walk
0.000421,0.159,0.0669,-0.226,0.421,Walk
0.000597,0.168,0.0505,-0.0308,0.254,Walk
0.000577,0.16,0.0512,0.365,0.00906,Walk
0.000656,0.167,0.0501,0.188,0.0939,Walk
0.000434,0.155,0.0506,-0.143,0.334,Walk
0.000473,0.148,0.0566,-0.282,0.512,Walk
0.000439,0.17,0.0602,-0.15,0.279,Walk
0.000535,0.161,0.0512,0.0613,0.244,Walk
0.000722,0.16,0.0498,0.43,-0.102,Walk
0.000521,0.164,0.0482,-0.142,0.28,Walk
0.000413,0.155,0.0518,-0.00946,0.398,Walk
0.000452,0.152,0.0626,-0.282,0.519,Walk
0.000581,0.172,0.0528,-0.107,0.285,Walk
0.0006,0.158,0.0504,0.36,0.111,Walk
0.000612,0.168,0.0507,0.345,0.0534,Walk
0.000467,0.157,0.0496,-0.145,0.344,Walk
0.000486,0.153,0.0502,-0.216,0.534,Walk
0.000297,0.162,0.0957,-0.217,0.333,Walk
0.00068,0.163,0.0496,0.0457,0.278,Walk
0.000615,0.158,0.0501,0.426,-0.0153,Walk
0.000484,0.168,0.0499,0.0707,0.218,Walk
0.000456,0.157,0.0508,-0.134,0.353,Walk
0.000439,0.146,0.0621,-0.271,0.522,Walk
0.000559,0.177,0.0539,-0.148,0.245,Walk
0.000672,0.158,0.05,0.174,0.201,Walk
0.000583,0.169,0.051,0.486,-0.0587,Walk
0.000497,0.158,0.0482,-0.221,0.361,Walk
0.000437,0.152,0.0512,-0.214,0.482,Walk
0.000383,0.161,0.0792,-0.216,0.466,Walk
0.0006,0.166,0.0493,0.0497,0.203,Walk
0.000612,0.161,0.0506,0.382,-0.00263,Walk
0.000507,0.164,0.0495,0.13,0.161,Walk
0.000435,0.155,0.0518,-0.119,0.364,Walk
0.000431,0.147,0.0598,-0.25,0.505,Walk
0.000415,0.174,0.0573,-0.148,0.251,Walk
0.000626,0.157,0.0508,0.105,0.247,Walk
0.000615,0.164,0.0511,0.45,-0.0734,Walk
0.000499,0.16,0.048,-0.164,0.381,Walk
0.000449,0.155,0.0508,-0.175,0.461,Walk
0.000424,0.155,0.0655,-0.209,0.462,Walk
0.000552,0.171,0.0531,-0.0163,0.237,Walk
0.000616,0.158,0.0502,0.349,0.0426,Walk
0.000641,0.167,0.0502,0.203,0.0821,Walk
0.00044,0.154,0.0504,-0.134,0.343,Walk
0.000484,0.148,0.0569,-0.229,0.553,Walk
0.000387,0.173,0.0623,-0.124,0.285,Walk
0.000587,0.159,0.0509,0.0255,0.272,Walk
0.000682,0.16,0.0502,0.452,-0.0729,Walk
0.000504,0.164,0.0485,-0.112,0.299,Walk
0.000418,0.155,0.052,-0.0396,0.379,Walk
0.000466,0.15,0.0621,-0.302,0.502,Walk
0.000578,0.172,0.0537,-0.0598,0.277,Walk
0.000622,0.157,0.05,0.253,0.109,Walk
0.000599,0.166,0.0506,0.292,0.000937,Walk
0.000465,0.159,0.0495,-0.156,0.342,Walk
0.000439,0.155,0.0511,-0.235,0.503,Walk
0.000327,0.158,0.0876,-0.24,0.368,Walk
0.000696,0.163,0.0492,0.0755,0.273,Walk
0.000635,0.158,0.051,0.349,-0.0469,Walk
0.000461,0.167,0.0495,0.103,0.219,Walk
0.000467,0.155,0.0512,-0.161,0.378,Walk
0.000453,0.145,0.0625,-0.261,0.529,Walk
0.000526,0.178,0.0541,-0.083,0.299,Walk
0.000602,0.159,0.0502,0.261,0.252,Walk
0.000641,0.166,0.0506,0.455,-0.0572,Walk
0.000486,0.159,0.0482,-0.217,0.375,Walk
0.000436,0.156,0.0511,-0.196,0.474,Walk
0.000441,0.157,0.0698,-0.246,0.471,Walk
0.00068,0.166,0.049,0.0829,0.244,Walk
0.000548,0.16,0.0512,0.445,0.054,Walk
0.000508,0.165,0.0501,0.139,0.143,Walk
0.000419,0.157,0.0509,-0.0614,0.368,Walk
0.000485,0.148,0.0594,-0.257,0.535,Walk
0.00041,0.173,0.0566,-0.135,0.27,Walk
0.00063,0.158,0.0509,0.145,0.299,Walk
0.000629,0.169,0.0505,0.51,-0.113,Walk
0.000558,0.157,0.0487,-0.227,0.377,Walk
0.000438,0.155,0.051,-0.159,0.495,Walk
0.000417,0.152,0.0657,-0.187,0.489,Walk
0.000563,0.171,0.0535,-0.00206,0.233,Walk
0.000628,0.157,0.0503,0.348,0.0495,Walk
0.000664,0.169,0.0501,0.185,0.0574,Walk
0.000456,0.155,0.0505,-0.145,0.335,Walk
0.000495,0.148,0.0565,-0.208,0.586,Walk
0.000386,0.173,0.0622,-0.124,0.293,Walk
0.00059,0.161,0.051,0.0302,0.263,Walk
0.000699,0.16,0.0498,0.453,-0.0744,Walk
0.000516,0.162,0.0484,-0.12,0.277,Walk
0.000388,0.156,0.052,0.0199,0.419,Walk
0.000449,0.15,0.0629,-0.301,0.494,Walk
0.000563,0.177,0.0548,-0.0387,0.239,Walk
0.000749,0.155,0.05,0.245,0.168,Walk
0.000556,0.169,0.0511,0.345,0.0051,Walk
0.000484,0.158,0.0493,-0.125,0.376,Walk
0.000425,0.156,0.051,-0.239,0.497,Walk
0.000327,0.159,0.0876,-0.246,0.358,Walk
0.000672,0.163,0.0489,0.0325,0.229,Walk
0.000653,0.159,0.0506,0.374,-0.0236,Walk
0.000455,0.167,0.0492,0.131,0.222,Walk
0.000474,0.155,0.0516,-0.172,0.349,Walk
0.000436,0.145,0.0619,-0.255,0.54,Walk
0.000539,0.176,0.056,-0.104,0.207,Walk
0.000629,0.158,0.0499,0.179,0.264,Walk
0.000606,0.168,0.0511,0.466,-0.06,Walk
0.000516,0.158,0.0482,-0.215,0.349,Walk
0.000446,0.157,0.0512,-0.209,0.465,Walk
0.000438,0.156,0.0648,-0.27,0.451,Walk
0.000592,0.166,0.05,0.0476,0.197,Walk
0.000622,0.159,0.0508,0.395,0.0414,Walk
0.000625,0.167,0.0503,0.21,0.0992,Walk
0.000447,0.154,0.0503,-0.148,0.367,Walk
0.000489,0.147,0.0591,-0.281,0.519,Walk
0.000412,0.173,0.0569,-0.168,0.263,Walk
0.000594,0.16,0.0505,0.152,0.253,Walk
0.000703,0.169,0.0504,0.473,-0.0775,Walk
0.000538,0.156,0.0486,-0.245,0.334,Walk
0.000435,0.155,0.051,-0.149,0.458,Walk
0.000421,0.151,0.064,-0.213,0.497,Walk
0.000541,0.171,0.0533,-0.0315,0.208,Walk
0.000606,0.157,0.0507,0.352,0.0485,Walk
0.000683,0.17,0.0498,0.168,0.0501,Walk
0.000417,0.16,0.0498,-0.108,0.308,Walk
0.00052,0.145,0.0571,-0.259,0.54,Walk
0.000407,0.172,0.0615,-0.142,0.351,Walk
0.000605,0.16,0.051,0.00936,0.271,Walk
0.000611,0.162,0.0487,0.499,-0.0959,Walk
0.000562,0.161,0.0491,-0.12,0.278,Walk
0.000419,0.156,0.0517,0.0145,0.426,Walk
0.000452,0.15,0.0617,-0.28,0.543,Walk
0.000543,0.177,0.0554,-0.0449,0.206,Walk
0.000694,0.157,0.0502,0.204,0.14,Walk
0.000563,0.168,0.0508,0.365,0.0251,Walk
0.000492,0.159,0.0488,-0.149,0.372,Walk
0.000433,0.155,0.0513,-0.216,0.521,Walk
0.000323,0.159,0.087,-0.215,0.395,Walk
0.000684,0.163,0.049,0.0303,0.243,Walk
0.00067,0.159,0.0508,0.375,-0.00703,Walk
0.000453,0.168,0.0497,0.106,0.185,Walk
0.000423,0.156,0.0517,-0.142,0.352,Walk
0.000463,0.145,0.0608,-0.295,0.54,Walk
0.000522,0.178,0.0575,-0.0742,0.186,Walk
0.000657,0.157,0.0504,0.108,0.231,Walk
0.000621,0.166,0.0513,0.464,-0.0841,Walk
0.000488,0.159,0.0482,-0.203,0.365,Walk
0.000437,0.156,0.0515,-0.18,0.476,Walk
0.00043,0.157,0.0672,-0.195,0.456,Walk
0.000525,0.166,0.0501,-0.0321,0.235,Walk
0.000657,0.16,0.0504,0.394,0.0456,Walk
0.000623,0.166,0.0502,0.199,0.0952,Walk
0.000483,0.154,0.0505,-0.144,0.354,Walk
0.000459,0.148,0.0565,-0.229,0.566,Walk
0.000392,0.173,0.0615,-0.166,0.262,Walk
0.000541,0.162,0.0504,0.0873,0.248,Walk
0.000705,0.167,0.0501,0.472,-0.0846,Walk
0.000531,0.157,0.0486,-0.209,0.332,Walk
0.000407,0.157,0.0513,-0.14,0.45,Walk
0.000422,0.154,0.0649,-0.196,0.488,Walk
0.000581,0.171,0.0529,-0.055,0.24,Walk
0.000604,0.156,0.0504,0.348,0.0489,Walk
0.000652,0.168,0.0504,0.27,0.0934,Walk
0.000405,0.159,0.0496,-0.0883,0.351,Walk
0.000525,0.145,0.0563,-0.294,0.534,Walk
0.000423,0.172,0.0622,-0.16,0.303,Walk
0.000587,0.159,0.0499,0.0803,0.27,Walk
0.000637,0.162,0.0502,0.405,-0.105,Walk
0.000583,0.164,0.0489,-0.105,0.263,Walk
0.000429,0.156,0.052,-0.00804,0.393,Walk
0.000459,0.149,0.0622,-0.299,0.542,Walk
0.000555,0.176,0.0559,-0.0537,0.201,Walk
0.000647,0.157,0.0501,0.199,0.115,Walk
0.00065,0.167,0.0506,0.359,0.0272,Walk
0.000446,0.16,0.0483,-0.155,0.331,Walk
0.000448,0.154,0.0519,-0.144,0.534,Walk
0.000333,0.16,0.0867,-0.278,0.381,Walk
0.000658,0.164,0.0492,0.0194,0.228,Walk
0.000573,0.162,0.0505,0.429,-0.0306,Walk
0.000519,0.163,0.0495,0.108,0.191,Walk
0.000414,0.155,0.0518,-0.127,0.359,Walk
0.000468,0.146,0.0593,-0.275,0.546,Walk
0.00053,0.179,0.0579,-0.0795,0.202,Walk
0.000634,0.157,0.0505,0.0994,0.243,Walk
0.000603,0.166,0.0511,0.49,-0.112,Walk
0.000513,0.16,0.0481,-0.197,0.381,Walk
0.000437,0.155,0.0515,-0.135,0.532,Walk
0.00042,0.156,0.0668,-0.108,0.55,Walk
0.000588,0.166,0.0498,-0.0248,0.231,Walk
0.000611,0.159,0.0503,0.432,0.0633,Walk
0.000644,0.168,0.0503,0.193,0.104,Walk
0.000444,0.153,0.0503,-0.156,0.359,Walk
0.000477,0.148,0.0581,-0.253,0.541,Walk
0.000408,0.172,0.0613,-0.113,0.293,Walk
0.000587,0.161,0.0505,0.0607,0.253,Walk
0.000711,0.159,0.0497,0.471,-0.0929,Walk
0.000525,0.161,0.0487,-0.166,0.387,Walk
0.000426,0.156,0.0512,-0.126,0.459,Walk
0.000419,0.154,0.0653,-0.0965,0.533,Walk
0.000555,0.172,0.0527,-0.11,0.235,Walk
0.000632,0.156,0.0503,0.305,0.0657,Walk
0.000575,0.168,0.0502,0.307,0.0104,Walk
0.000482,0.158,0.0494,-0.177,0.328,Walk
0.000532,0.146,0.0562,-0.296,0.522,Walk
0.000412,0.172,0.0627,-0.165,0.304,Walk
0.000693,0.164,0.0493,0.0703,0.248,Walk
0.000647,0.16,0.0506,0.413,-0.067,Walk
0.000538,0.163,0.0489,-0.0323,0.312,Walk
0.000406,0.157,0.0523,0.0194,0.411,Walk
0.000441,0.148,0.0633,-0.262,0.512,Walk
0.000573,0.177,0.0552,-0.107,0.248,Walk
0.000626,0.156,0.0501,0.201,0.143,Walk
0.000613,0.167,0.0505,0.393,0.0555,Walk
0.000461,0.16,0.0483,-0.0981,0.365,Walk
0.000439,0.15,0.0508,-0.178,0.502,Walk
0.000343,0.159,0.0861,-0.275,0.397,Walk
0.000713,0.164,0.0495,0.0484,0.253,Walk
0.000578,0.162,0.0506,0.427,-0.0366,Walk
0.000507,0.164,0.0499,0.107,0.173,Walk
0.000467,0.155,0.0516,-0.111,0.373,Walk
0.000443,0.146,0.0596,-0.245,0.558,Walk
0.000393,0.174,0.0594,-0.147,0.251,Walk
0.000564,0.157,0.0509,0.183,0.263,Walk
0.000607,0.164,0.051,0.425,-0.0567,Walk
0.000471,0.16,0.048,-0.179,0.376,Walk
0.000463,0.155,0.0509,-0.186,0.434,Walk
0.000428,0.156,0.0677,-0.223,0.458,Walk
0.000563,0.166,0.0498,-0.00337,0.265,Walk
0.000574,0.161,0.0505,0.435,0.0426,Walk
0.000691,0.167,0.0497,0.213,0.138,Walk
0.00046,0.154,0.0505,-0.144,0.364,Walk
0.000486,0.148,0.0569,-0.235,0.565,Walk
0.000403,0.171,0.0611,-0.116,0.293,Walk
0.000594,0.161,0.0506,0.0712,0.263,Walk
0.000675,0.16,0.0501,0.477,-0.0909,Walk
0.000515,0.164,0.0487,-0.175,0.332,Walk
0.000369,0.158,0.0523,-0.00141,0.378,Walk
0.00046,0.151,0.0634,-0.285,0.517,Walk
0.000566,0.172,0.0531,-0.1,0.262,Walk
0.000664,0.156,0.0506,0.337,0.105,Walk
0.000591,0.167,0.0506,0.322,0.0139,Walk
0.000478,0.158,0.0494,-0.181,0.31,Walk
0.000549,0.146,0.0563,-0.275,0.55,Walk
0.000404,0.172,0.0627,-0.127,0.334,Walk
0.00066,0.163,0.0496,0.0336,0.244,Walk
0.000652,0.16,0.05,0.408,-0.0545,Walk
0.000563,0.162,0.049,-0.0395,0.291,Walk
0.000394,0.158,0.0527,0.00415,0.442,Walk
0.000445,0.149,0.0624,-0.262,0.504,Walk
0.000536,0.176,0.0545,-0.12,0.23,Walk
0.000619,0.158,0.0505,0.198,0.173,Walk
0.00058,0.167,0.0506,0.394,0.00443,Walk
0.00044,0.16,0.0485,-0.148,0.314,Walk
0.000441,0.151,0.0509,-0.172,0.511,Walk
0.000343,0.16,0.0856,-0.264,0.432,Walk
0.000573,0.165,0.0487,0.043,0.215,Walk
0.000608,0.16,0.0507,0.388,-0.00164,Walk
0.00049,0.165,0.0498,0.112,0.171,Walk
0.000493,0.156,0.0514,-0.0978,0.38,Walk
0.000425,0.147,0.0606,-0.237,0.549,Walk
0.00041,0.172,0.0566,-0.152,0.261,Walk
0.000647,0.158,0.0508,0.164,0.254,Walk
0.000605,0.164,0.0509,0.42,-0.0683,Walk
0.000484,0.16,0.048,-0.198,0.371,Walk
0.000421,0.153,0.0511,-0.196,0.435,Walk
0.000436,0.158,0.0661,-0.21,0.461,Walk
0.000539,0.166,0.0508,-0.00376,0.271,Walk
0.000581,0.159,0.0508,0.371,0.00117,Walk
0.000668,0.168,0.0497,0.183,0.114,Walk
0.000449,0.155,0.0506,-0.15,0.371,Walk
0.000492,0.15,0.0558,-0.279,0.52,Walk
0.000408,0.173,0.0612,-0.124,0.276,Walk
0.000613,0.162,0.0509,0.0728,0.256,Walk
0.000651,0.16,0.0503,0.489,-0.0989,Walk
0.000526,0.163,0.0483,-0.132,0.301,Walk
0.000393,0.155,0.0521,-0.00746,0.409,Walk
0.000448,0.152,0.0641,-0.265,0.539,Walk
0.000571,0.172,0.0528,-0.0693,0.272,Walk
0.000635,0.157,0.0501,0.395,0.141,Walk
0.000616,0.168,0.0505,0.361,0.0774,Walk
0.000448,0.158,0.0494,-0.18,0.319,Walk
0.00054,0.145,0.0561,-0.245,0.573,Walk
0.000413,0.172,0.0629,-0.12,0.343,Walk
0.00067,0.162,0.0495,0.0717,0.278,Walk
0.000638,0.159,0.0505,0.451,-0.00232,Walk
0.000553,0.16,0.0487,-0.0859,0.239,Walk
0.00042,0.157,0.0522,0.044,0.415,Walk
0.000425,0.147,0.0645,-0.259,0.517,Walk
0.000549,0.177,0.0537,-0.137,0.259,Walk
0.000646,0.158,0.0503,0.152,0.178,Walk
0.000549,0.168,0.0506,0.5,-0.0512,Walk
0.000472,0.16,0.0483,-0.236,0.348,Walk
0.00044,0.151,0.0511,-0.123,0.555,Walk
0.000338,0.16,0.085,-0.244,0.46,Walk
0.000588,0.166,0.0491,0.0446,0.213,Walk
0.000614,0.16,0.0506,0.401,0.0233,Walk
0.000503,0.164,0.0497,0.138,0.156,Walk
0.000486,0.156,0.0514,-0.139,0.338,Walk
0.000425,0.148,0.06,-0.256,0.518,Walk
0.0004,0.172,0.0575,-0.154,0.247,Walk
0.000624,0.159,0.0506,0.118,0.236,Walk
0.000668,0.165,0.0507,0.436,-0.0568,Walk
0.000462,0.16,0.048,-0.161,0.386,Walk
0.000424,0.155,0.0508,-0.209,0.441,Walk
0.000413,0.153,0.0664,-0.218,0.455,Walk
0.000592,0.169,0.051,-0.0079,0.291,Walk
0.000556,0.159,0.051,0.412,0.0329,Walk
0.000633,0.168,0.0498,0.182,0.0832,Walk
0.000453,0.154,0.0508,-0.136,0.341,Walk
0.00048,0.148,0.0574,-0.254,0.535,Walk
0.000442,0.171,0.0603,-0.161,0.29,Walk
0.000544,0.16,0.0511,0.0608,0.243,Walk
0.000708,0.16,0.0498,0.421,-0.105,Walk
0.00052,0.165,0.0483,-0.124,0.29,Walk
0.000396,0.156,0.052,-0.0152,0.398,Walk
0.000465,0.152,0.0628,-0.295,0.511,Walk
0.000561,0.171,0.0528,-0.11,0.266,Walk
0.000606,0.157,0.0502,0.362,0.136,Walk
0.000634,0.167,0.0508,0.358,0.07,Walk
0.000447,0.158,0.0495,-0.111,0.342,Walk
0.000519,0.154,0.0505,-0.239,0.526,Walk
0.000281,0.161,0.099,-0.228,0.344,Walk
0.00066,0.163,0.049,0.0514,0.274,Walk
0.000665,0.159,0.0507,0.402,-0.0326,Walk
0.000509,0.164,0.0499,0.0668,0.21,Walk
0.000439,0.156,0.051,-0.126,0.356,Walk
0.000437,0.147,0.0631,-0.274,0.531,Walk
0.000602,0.178,0.0536,-0.124,0.283,Walk
0.000644,0.162,0.0501,0.207,0.203,Walk
0.000583,0.174,0.051,0.497,-0.0529,Walk
0.00051,0.16,0.0482,-0.229,0.344,Walk
0.00043,0.152,0.0514,-0.209,0.477,Walk
0.000354,0.16,0.0826,-0.215,0.471,Walk
0.000582,0.166,0.0493,0.0708,0.243,Walk
0.000563,0.16,0.051,0.415,0.0314,Walk
0.000555,0.166,0.0496,0.144,0.176,Walk
0.000392,0.171,0.0512,-0.102,0.328,Walk
0.000484,0.159,0.0598,-0.247,0.55,Walk
0.000408,0.174,0.0569,-0.174,0.236,Walk
0.000629,0.156,0.0506,0.125,0.251,Walk
0.000648,0.165,0.051,0.446,-0.0834,Walk
0.000494,0.16,0.048,-0.172,0.388,Walk
0.000426,0.154,0.0508,-0.134,0.512,Walk
0.000399,0.153,0.0661,-0.203,0.465,Walk
0.000547,0.171,0.0533,-0.0127,0.223,Walk
0.00063,0.158,0.0502,0.345,0.0375,Walk
0.000666,0.166,0.0502,0.19,0.0755,Walk
0.000472,0.154,0.0506,-0.147,0.344,Walk
0.000488,0.147,0.0575,-0.242,0.534,Walk
0.000397,0.172,0.0622,-0.142,0.285,Walk
0.000578,0.16,0.051,0.0138,0.252,Walk
0.00069,0.159,0.0499,0.455,-0.072,Walk
0.00051,0.164,0.0484,-0.102,0.292,Walk
0.000415,0.155,0.052,-0.00501,0.401,Walk
0.000455,0.15,0.0626,-0.292,0.501,Walk
0.000571,0.175,0.0536,-0.0831,0.243,Walk
0.000649,0.158,0.0497,0.251,0.13,Walk
0.000601,0.169,0.0503,0.294,0.000698,Walk
0.000472,0.158,0.0496,-0.152,0.328,Walk
0.00044,0.156,0.0509,-0.236,0.522,Walk
0.000366,0.159,0.0835,-0.262,0.351,Walk
0.00066,0.163,0.0494,0.0531,0.249,Walk
0.000613,0.159,0.0506,0.376,-0.0127,Walk
0.00044,0.166,0.0492,0.123,0.219,Walk
0.000462,0.155,0.0514,-0.164,0.365,Walk
0.000458,0.145,0.0623,-0.278,0.533,Walk
0.000558,0.177,0.0535,-0.0627,0.32,Walk
0.000601,0.158,0.0501,0.263,0.245,Walk
0.000601,0.167,0.051,0.472,-0.0538,Walk
0.000482,0.158,0.0483,-0.228,0.364,Walk
0.000449,0.154,0.0512,-0.208,0.456,Walk
0.000436,0.155,0.0675,-0.245,0.468,Walk
0.000644,0.166,0.049,0.0404,0.215,Walk
0.00057,0.16,0.0513,0.423,0.0376,Walk
0.000517,0.165,0.0493,0.112,0.119,Walk
0.000385,0.157,0.0512,-0.107,0.326,Walk
0.000494,0.148,0.0591,-0.291,0.517,Walk
0.000412,0.173,0.0565,-0.154,0.261,Walk
0.000609,0.16,0.0506,0.128,0.283,Walk
0.0123,0.188,0.00612,2.47,0.327,Walk
0.00662,0.188,0.0196,2.57,0.551,Walk
0.00614,0.186,0.0702,2.27,0.465,Walk
0.00727,0.199,0.0146,2.21,0.262,Walk
0.00611,0.165,0.0666,1.43,-0.0329,Walk
0.00123,0.3,0.708,-1.55,-0.62,Walk
0.000684,0.29,0.511,-1.84,-0.124,Walk
0.000377,0.255,0.113,-2.02,-0.0908,Walk
0.000895,0.265,0.0727,-0.415,0.264,Walk
0.00027,0.265,0.0724,-1.16,-0.621,Walk
0.00128,0.263,0.409,-2.19,-0.0449,Walk
0.00136,0.198,0.0968,-2,-0.412,Walk
0.0025,0.224,0.2,-1.49,0.423,Walk
0.00166,0.279,0.0497,-1.63,-0.0956,Walk
0.00178,0.252,0.177,-1.79,0.259,Walk
0.00091,0.275,0.742,-2.06,-0.261,Walk
8.52E-05,0.214,0.421,-2.46,0.0682,Walk
0.000454,0.243,0.359,-2.58,-0.00541,Walk
0.000198,0.23,0.377,-2.82,-0.0356,Walk
