ZCR,Energy,Spectral_centroid,Spectral_spread,Spectral_rollof,MFCC1,MFCC2,MFCC3,MFCC5,MFCC6,MFCC7,Chroma_vector11,Class
0.0569,0.0132,0.112,0.108,0.133,-25.9,-3.75,0.9,-0.165,0.595,-0.564,0.000304,Play
0.116,0.00318,0.295,0.219,0.601,-35.3,0.241,0.3,-0.137,-0.119,0.0159,4.11E-05,Play
0.148,0.00277,0.307,0.226,0.665,-34.8,0.233,-0.0122,-0.128,-0.185,-0.0043,8.99E-06,Play
0.149,0.00418,0.313,0.233,0.665,-33.9,0.0281,-0.204,-0.134,-0.25,-0.0211,4.91E-06,Play
0.112,0.00237,0.278,0.217,0.665,-33.7,0.558,0.0573,-0.32,-0.319,-0.186,1.47E-05,Play
0.145,0.0167,0.228,0.181,0.235,-30.7,0.0427,0.00893,-0.0208,-0.194,-0.114,1.36E-05,Play
0.0203,0.000905,0.154,0.095,0.226,-33.5,0.24,0.742,0.686,-0.287,0.254,4.16E-05,Play
0.0968,0.0133,0.132,0.0811,0.164,-29.9,-1.36,-0.294,0.287,-0.252,0.344,0.000451,Play
0.132,0.0263,0.135,0.0857,0.173,-27,-1.36,-0.865,0.487,0.446,0.0531,9.68E-05,Play
0.0811,0.00714,0.13,0.0835,0.144,-31.3,-0.358,-0.481,0.581,0.351,0.00159,2.64E-05,Play
0.125,0.00765,0.138,0.0689,0.159,-31.4,-0.973,-1.07,0.57,0.204,-0.0915,9.1E-06,Play
0.121,0.0084,0.133,0.0699,0.141,-31.7,-0.809,-0.814,0.542,0.31,-0.0564,4.77E-06,Play
0.12,0.00968,0.136,0.0692,0.156,-32,-0.569,-0.681,0.645,0.236,0.0622,3.62E-06,Play
0.0384,0.0179,0.139,0.0866,0.219,-30.2,-2.67,0.322,0.331,0.295,-0.0329,1.41E-05,Play
0.078,0.0267,0.144,0.0913,0.226,-30.2,-1.33,0.525,0.186,0.308,-0.0311,1.75E-05,Play
0.0765,0.0177,0.143,0.0875,0.237,-29.3,-1.47,0.49,-0.0432,0.173,0.0791,4.64E-05,Play
0.0653,0.0185,0.147,0.0866,0.225,-29.6,-1.09,-0.0374,0.218,0.106,-0.197,2.88E-05,Play
0.0556,0.0195,0.109,0.0856,0.098,-30.9,-0.814,0.174,0.296,0.284,0.149,0.000102,Play
0.0753,0.0187,0.0901,0.0559,0.0936,-31.1,-0.852,0.311,0.286,0.0308,0.115,2.73E-05,Play
0.0731,0.0338,0.0915,0.068,0.0903,-30.4,-0.561,0.0802,0.257,-0.0939,0.0231,3.36E-05,Play
0.0737,0.0303,0.0913,0.0661,0.0911,-29.9,-0.988,-0.118,0.188,-0.247,0.197,1.22E-05,Play
0.0615,0.0223,0.123,0.08,0.156,-29.2,-1.23,0.508,0.0817,0.321,-0.194,2.38E-05,Play
0.116,0.0456,0.127,0.0785,0.156,-28.2,-1.45,0.303,0.137,0.621,-0.475,1.9E-05,Play
0.0806,0.0281,0.129,0.0795,0.159,-28.8,-1.65,0.3,0.467,0.172,-0.007,9.49E-05,Play
0.0534,0.0261,0.0776,0.0621,0.0849,-27.1,-2.26,0.809,0.00905,0.343,-0.0267,2.19E-05,Play
0.0459,0.0176,0.0904,0.0781,0.0924,-27.6,-2.09,0.868,-0.00337,0.419,-0.0273,3.66E-05,Play
0.0676,0.00414,0.147,0.108,0.223,-31.4,-0.979,0.177,0.413,-0.162,0.119,3.29E-05,Play
0.05,0.00376,0.129,0.11,0.158,-31.5,-0.77,0.062,0.399,-0.0232,0.0459,1.65E-05,Play
0.072,0.00519,0.166,0.148,0.153,-32.3,0.116,0.103,0.0467,-0.0255,0.303,2.91E-05,Play
0.0238,0.00584,0.0665,0.0687,0.0671,-25.3,-3.04,-1.5,-0.0535,1.03,-0.26,0.000297,Play
0.0324,0.0215,0.0601,0.061,0.0676,-23.5,-2.79,-1.7,0.0633,0.691,-0.334,0.000509,Play
0.0317,0.0151,0.0589,0.0532,0.0709,-24,-2.46,-1.36,0.0574,0.476,-0.513,0.000156,Play
0.0395,0.0269,0.0682,0.0692,0.0708,-24.1,-2.9,-1.32,0.2,0.318,-0.315,0.000153,Play
0.0379,0.023,0.0619,0.0573,0.0696,-24.3,-3.07,-1.23,-0.00639,0.719,-0.327,0.000429,Play
0.0297,0.00753,0.0634,0.0561,0.0732,-26,-2.77,-1.45,0.23,0.73,-0.658,0.000326,Play
0.0589,0.0624,0.079,0.0733,0.0359,-30,-0.992,0.559,0.108,-0.618,0.144,4.13E-05,Play
0.0526,0.0577,0.0755,0.0662,0.0362,-30,-1.12,0.618,0.0972,-0.599,0.121,9.02E-05,Play
0.0185,0.0154,0.109,0.0959,0.121,-28.4,-1.19,1.19,0.367,-0.164,0.0338,5.92E-05,Play
0.0234,0.014,0.128,0.128,0.108,-25.2,-2.31,1.17,-0.000208,-0.631,0.833,6.63E-05,Play
0.104,0.000586,0.347,0.241,0.422,-23.6,1.67,-1.24,-0.532,-0.0231,-0.278,0.00354,Play
0.0842,0.00066,0.318,0.242,0.363,-23.1,1.46,-1.19,-0.423,-0.136,-0.227,0.00152,Play
0.101,0.000168,0.328,0.226,0.404,-25.3,1.61,-1.47,-0.538,-0.177,-0.221,0.00233,Play
0.0855,0.000457,0.332,0.237,0.406,-23.8,1.5,-1.36,-0.44,-0.114,-0.322,0.00219,Play
0.0837,0.000904,0.313,0.238,0.35,-22.6,1.38,-1.38,-0.398,-0.103,-0.17,0.000667,Play
0.0858,0.00328,0.249,0.256,0.00195,-22.8,2.74,-0.42,-0.535,-0.16,-0.756,0.00264,Play
0.085,0.000625,0.295,0.26,0.0532,-22.9,1.1,-1.47,-0.362,0.00649,-0.253,0.00306,Play
0.0754,0.000356,0.321,0.245,0.338,-24.2,1.64,-1.25,-0.481,-0.0212,-0.138,0.0015,Play
0.0979,0.000448,0.322,0.243,0.391,-23.8,1.35,-1.15,-0.444,-0.00269,-0.363,0.0024,Play
0.0813,0.000136,0.345,0.238,0.562,-25.7,1.19,-0.951,-0.533,-0.105,-0.255,0.0017,Play
0.0848,8.46E-05,0.316,0.223,0.428,-26.3,1.31,-1.09,-0.395,-0.102,-0.288,0.00146,Play
0.0998,0.000609,0.316,0.226,0.433,-23.5,1.44,-1.08,-0.373,-0.0453,-0.22,0.0032,Play
0.102,0.000163,0.318,0.228,0.441,-25.6,1.2,-0.992,-0.364,0.0266,-0.306,0.00197,Play
0.1,8.52E-05,0.313,0.218,0.441,-26.9,1.36,-1.17,-0.243,-0.00509,-0.207,0.000567,Play
0.109,0.000271,0.331,0.222,0.485,-25.1,1.08,-0.857,-0.292,-0.0221,-0.224,0.00384,Play
0.104,0.000364,0.318,0.227,0.418,-24.3,1.2,-0.949,-0.283,0.0108,-0.155,0.00175,Play
0.0891,0.000366,0.333,0.223,0.46,-24.4,1.28,-0.98,-0.47,-0.079,-0.176,0.00231,Play
0.0956,0.000378,0.33,0.234,0.454,-24.2,1.23,-1.09,-0.319,-0.0243,-0.133,0.00264,Play
0.0928,6.16E-05,0.353,0.228,0.566,-26.8,1.08,-1.07,-0.442,-0.0464,-0.282,0.00243,Play
0.115,0.000191,0.33,0.223,0.495,-25.5,0.953,-1.07,-0.207,-0.0953,-0.245,0.00161,Play
0.108,0.000201,0.321,0.231,0.463,-25.3,1.15,-0.939,-0.392,-0.0779,-0.355,0.0013,Play
0.104,4.78E-05,0.348,0.212,0.54,-27.4,1.19,-0.729,-0.405,-0.032,-0.128,0.000951,Play
0.104,0.000451,0.321,0.233,0.377,-23.6,1.41,-1.15,-0.33,-0.0192,-0.214,0.00155,Play
0.136,0.00126,0.35,0.22,0.495,-22.9,1.4,-0.937,-0.402,0.0542,-0.357,0.000856,Play
0.118,0.000219,0.318,0.213,0.422,-25.1,1.53,-1.09,-0.334,-0.114,-0.264,0.00144,Play
0.1,0.000255,0.312,0.211,0.412,-25.1,1.39,-1.11,-0.427,-0.0725,-0.31,0.00202,Play
0.101,0.000226,0.331,0.227,0.443,-25,1.64,-0.964,-0.232,0.0846,-0.244,0.0023,Play
0.117,0.000735,0.345,0.233,0.455,-23.3,1.59,-1.1,-0.315,0.00562,-0.279,0.00181,Play
0.103,0.000551,0.327,0.25,0.396,-23.7,0.594,-0.907,0.279,0.184,-0.437,0.00196,Play
0.0933,0.000687,0.339,0.29,0.203,-23.1,1.54,-0.466,-0.235,0.163,-0.115,0.00539,Play
0.105,0.000123,0.341,0.231,0.442,-25.9,1.56,-1.07,-0.288,-0.0388,-0.384,0.00184,Play
0.12,9.6E-05,0.359,0.21,0.496,-26.8,1.96,-0.934,-0.375,-0.102,-0.31,0.00292,Play
0.103,0.000237,0.333,0.227,0.43,-25,1.42,-1.03,-0.244,-0.052,-0.252,0.00325,Play
0.0977,0.000195,0.342,0.228,0.558,-25.3,1.27,-1.03,-0.371,-0.026,-0.17,0.000932,Play
0.106,0.000149,0.349,0.232,0.6,-25.7,1.16,-1.04,-0.329,0.0532,-0.356,0.000618,Play
0.101,0.000171,0.314,0.205,0.437,-26.7,1.12,-0.887,-0.133,0.0494,-0.537,0.000812,Play
0.0778,0.00533,0.317,0.331,0.00896,-20.2,1.52,-0.564,-0.521,0.0551,-0.111,0.00413,Play
0.06,2.63E-05,0.351,0.214,0.426,-28.4,1.42,-0.735,-0.385,0.0968,-0.245,0.00119,Play
0.0742,2.25E-05,0.34,0.205,0.452,-28.8,1.23,-0.661,-0.379,-0.148,-0.159,0.00118,Play
0.0786,0.000319,0.326,0.267,0.275,-24.2,2,-0.826,-0.213,-0.0716,-0.279,0.00934,Play
0.0972,0.000457,0.299,0.235,0.332,-23.8,1.22,-1.25,-0.257,-0.0432,-0.272,0.00149,Play
0.106,0.000216,0.322,0.228,0.44,-25.4,1.6,-1.06,-0.246,0.0679,-0.218,0.00104,Play
0.106,0.000236,0.321,0.229,0.405,-25.1,1.32,-1.02,-0.334,0.0917,-0.302,0.00238,Play
0.105,0.000183,0.322,0.23,0.41,-25.7,1.29,-0.865,-0.268,-0.0392,-0.297,0.00122,Play
0.0976,0.000118,0.338,0.225,0.416,-26.2,1.5,-0.823,-0.363,0.0375,-0.241,0.00116,Play
0.0999,0.000222,0.35,0.244,0.59,-25,1.22,-1.22,-0.377,-0.164,-0.171,0.00175,Play
0.0879,0.000447,0.3,0.242,0.345,-23.6,1.06,-1.14,-0.337,-0.0479,-0.406,0.00232,Play
0.0781,0.000877,0.304,0.247,0.274,-22.6,1.52,-1.15,-0.405,-0.132,-0.332,0.00185,Play
0.0929,0.000207,0.355,0.226,0.49,-25.2,1.67,-1.02,-0.303,0.108,-0.317,0.000901,Play
0.0896,9.48E-05,0.355,0.223,0.496,-26.3,1.77,-1.05,-0.408,-0.131,-0.203,0.000804,Play
0.1,0.000384,0.343,0.243,0.451,-24,1.33,-1.04,-0.297,-0.00159,-0.174,0.00201,Play
0.11,0.000847,0.337,0.248,0.423,-23.1,1.24,-1.06,-0.374,0.118,-0.286,0.00329,Play
0.118,0.000905,0.33,0.257,0.37,-22.6,1.56,-0.859,-0.276,0.1,-0.163,0.00523,Play
0.109,0.000197,0.345,0.237,0.453,-24.9,1.63,-1.28,-0.167,0.0721,0.0068,0.0018,Play
0.118,0.000289,0.346,0.218,0.5,-24.9,1.43,-1.05,-0.246,-0.0522,-0.117,0.00117,Play
0.121,0.000351,0.349,0.23,0.484,-24.3,1.51,-1.16,-0.311,-0.0353,-0.167,0.00146,Play
0.134,0.000283,0.352,0.222,0.538,-25,1.51,-0.969,-0.263,0.0216,-0.117,0.000892,Play
0.148,0.000387,0.35,0.218,0.499,-24.5,1.65,-0.846,-0.233,0.00812,-0.149,0.00109,Play
0.132,0.000302,0.352,0.217,0.525,-24.9,1.91,-0.881,-0.258,-0.0388,-0.153,0.00206,Play
0.11,0.000368,0.357,0.231,0.496,-24.1,1.77,-0.844,-0.252,0.0705,-0.197,0.00222,Play
0.0299,0.003,0.196,0.175,0.107,-24.4,-1.73,-1.74,-0.707,-0.253,0.183,4.25E-05,Play
0.0296,0.000478,0.193,0.16,0.166,-27.1,-1.52,-1.82,-0.797,-0.0767,0.191,0.000118,Play
0.0191,0.000645,0.196,0.181,0.0205,-26.2,-1.61,-1.9,-0.765,-0.159,0.0754,4.35E-05,Play
0.0227,0.000846,0.124,0.154,0.0436,-25.6,-2.06,-1.29,-0.781,-0.298,0.216,0.000291,Play
0.0249,0.00107,0.185,0.188,0.026,-25.3,-1.68,-1.52,-0.32,-0.213,0.27,0.000176,Play
0.0217,0.00226,0.158,0.19,0.0204,-24.1,-2.27,-1.61,-0.34,-0.356,-0.0134,0.000149,Play
0.0165,0.00728,0.13,0.177,0.0156,-22.5,-1.45,-1.95,-0.722,-0.286,-0.0687,0.000118,Play
0.0173,0.00107,0.127,0.147,0.0489,-25.8,-1.47,-2.08,-0.8,-0.256,-0.00881,0.000288,Play
0.0196,0.00634,0.161,0.167,0.00946,-22.9,-1.35,-2.12,-0.686,-0.137,0.00609,8.73E-05,Play
0.0183,0.000651,0.136,0.151,0.0571,-26.4,-1.37,-1.93,-0.793,-0.187,0.184,4.98E-05,Play
0.0242,0.000447,0.253,0.186,0.303,-27.2,-1.42,-1.9,-0.779,-0.164,0.0792,7.87E-05,Play
0.0208,0.000425,0.199,0.157,0.171,-27.2,-1.48,-1.86,-0.764,-0.169,0.0947,2.25E-05,Play
0.0247,0.000272,0.186,0.154,0.211,-28.2,-1.39,-1.68,-0.642,-0.176,0.321,4.23E-05,Play
0.0226,0.00025,0.227,0.176,0.201,-28.1,-1.42,-1.73,-0.732,-0.161,0.193,4.56E-05,Play
0.0212,0.000858,0.149,0.157,0.0328,-26,-1.5,-1.95,-0.843,-0.215,0.224,1.48E-05,Play
0.0238,0.00028,0.207,0.169,0.193,-28,-1.36,-1.76,-0.663,-0.139,0.234,6.14E-05,Play
0.0219,0.0013,0.174,0.172,0.0868,-25.1,-1.39,-1.95,-0.909,-0.348,0.141,0.000109,Play
0.0214,0.000641,0.158,0.154,0.102,-26.1,-1.27,-2.03,-0.846,-0.368,0.142,0.000184,Play
0.0227,0.00124,0.162,0.148,0.145,-25.5,-1.48,-1.73,-0.846,-0.354,0.169,3.34E-05,Play
0.0206,0.000889,0.187,0.165,0.0851,-26.2,-1.48,-1.88,-0.829,-0.263,0.0638,4.52E-05,Play
0.0151,0.0164,0.132,0.174,0.0099,-21.9,-1.39,-1.76,-0.75,-0.155,0.103,1.73E-05,Play
0.0159,0.00313,0.136,0.16,0.0178,-24.5,-1.53,-1.77,-0.76,-0.0815,0.188,7.93E-05,Play
0.0138,0.0473,0.147,0.188,0.00636,-20.7,-1.53,-1.77,-0.789,-0.012,0.154,1.72E-05,Play
0.0152,0.00734,0.159,0.18,0.00657,-23.2,-1.54,-1.79,-0.796,-0.216,0.0274,4.51E-05,Play
0.0211,0.00152,0.169,0.152,0.118,-25.6,-1.53,-1.77,-0.806,-0.153,0.151,3.26E-05,Play
0.0169,0.00321,0.169,0.165,0.0105,-24.5,-1.59,-1.83,-0.803,-0.154,0.167,2.95E-05,Play
0.0204,0.00321,0.204,0.176,0.0547,-24.4,-1.56,-1.9,-0.687,-0.129,0.132,0.000103,Play
0.0167,0.000533,0.163,0.161,0.0448,-26.7,-1.34,-1.68,-0.628,-0.146,0.301,2.69E-05,Play
0.0143,0.0415,0.154,0.192,0.00647,-20.8,-1.64,-1.89,-0.821,-0.138,0.123,4.43E-05,Play
0.0163,0.00471,0.148,0.164,0.0083,-23.8,-1.54,-1.81,-0.741,-0.128,0.23,1.18E-05,Play
0.0217,0.000212,0.22,0.173,0.228,-28.6,-1.6,-1.76,-0.698,-0.102,0.238,8.08E-05,Play
0.0254,0.000314,0.229,0.169,0.21,-28,-1.59,-1.83,-0.798,-0.166,0.102,9.27E-05,Play
0.0187,0.000467,0.206,0.164,0.167,-27.4,-1.55,-1.79,-0.723,-0.151,0.182,2.38E-05,Play
0.0198,0.000217,0.216,0.161,0.223,-28.4,-1.36,-1.61,-0.482,-0.0194,0.409,4.46E-05,Play
0.024,0.000899,0.198,0.169,0.12,-26.3,-1.52,-1.82,-0.686,-0.0994,0.212,3.81E-05,Play
0.0235,0.0021,0.179,0.165,0.054,-25,-1.49,-1.77,-0.693,-0.0675,0.223,3.5E-05,Play
0.0171,0.00129,0.151,0.148,0.0853,-25.8,-1.67,-1.91,-0.778,-0.175,0.106,3.23E-05,Play
0.022,0.00068,0.188,0.161,0.125,-26.6,-1.55,-1.77,-0.772,-0.12,0.175,6.67E-05,Play
0.0264,0.00121,0.203,0.175,0.074,-25.6,-1.4,-1.88,-0.851,-0.209,0.159,5.13E-05,Play
0.0196,0.000542,0.195,0.177,0.117,-26.9,-1.41,-1.74,-0.592,-0.253,0.273,4.24E-05,Play
0.0186,0.000736,0.225,0.197,0.0142,-26.2,-1.27,-1.66,-0.632,-0.126,0.259,3.15E-05,Play
0.0171,0.000496,0.163,0.163,0.0759,-26.9,-1.43,-1.81,-0.705,-0.104,0.311,4.74E-05,Play
0.0157,0.00234,0.154,0.172,0.00761,-24.8,-1.52,-1.88,-0.784,-0.186,0.282,2.74E-05,Play
0.019,0.000993,0.162,0.151,0.101,-26.2,-1.56,-1.86,-0.766,-0.18,0.228,2.74E-05,Play
0.0202,0.000604,0.175,0.154,0.136,-26.8,-1.36,-1.65,-0.627,-0.119,0.274,2.8E-05,Play
0.0175,0.000275,0.168,0.151,0.132,-27.6,-1.17,-1.61,-0.564,0.00884,0.386,3.83E-05,Play
0.0237,0.000369,0.192,0.172,0.102,-27.4,-1.44,-1.74,-0.67,-0.0516,0.34,5.98E-05,Play
0.0182,0.00733,0.18,0.188,0.00707,-23.1,-1.41,-1.75,-0.745,-0.0602,0.263,2.19E-05,Play
0.02,0.000804,0.177,0.163,0.106,-26.2,-1.33,-1.61,-0.588,-0.0803,0.377,2.93E-05,Play
0.0189,0.0025,0.168,0.163,0.0612,-24.9,-1.76,-1.66,-0.676,-0.271,0.177,4.27E-05,Play
0.0157,0.00112,0.15,0.164,0.0433,-25.7,-1.48,-1.6,-0.585,-0.0892,0.309,0.000102,Play
0.0162,0.00664,0.163,0.173,0.00728,-23.4,-1.57,-1.9,-0.862,-0.209,0.164,8.48E-05,Play
0.019,0.00454,0.176,0.183,0.00806,-23.7,-1.31,-1.63,-0.582,-0.0648,0.278,2.76E-05,Play
0.0151,0.0173,0.154,0.18,0.00646,-21.7,-1.21,-1.6,-0.594,-0.112,0.251,4.55E-05,Play
0.0215,0.00204,0.168,0.156,0.0875,-24.9,-1.21,-1.64,-0.696,-0.249,0.169,5.38E-05,Play
0.0202,0.0119,0.118,0.199,0.00559,-18.9,1.87,-0.924,-0.531,-0.279,-0.359,0.00597,Play
0.0292,0.00851,0.227,0.272,0.00255,-21.7,3.86,0.0776,-0.625,-0.154,0.337,0.00273,Play
0.0523,0.000206,0.257,0.186,0.256,-27,3.12,-0.0604,-0.508,-0.0161,0.0658,0.00171,Play
0.0646,0.00059,0.226,0.191,0.227,-25,2.89,-0.187,-0.0909,-0.0832,-0.000589,0.00286,Play
0.0607,0.000302,0.276,0.163,0.313,-31.2,3.43,0.238,-0.298,-0.013,0.0416,0.000193,Play
0.0415,0.000488,0.238,0.205,0.244,-25.8,2.95,0.234,0.082,0.0784,0.0535,0.00116,Play
0.0582,0.000197,0.214,0.162,0.258,-26.2,1.58,-0.534,0.0497,0.0622,0.0285,0.00146,Play
0.0599,0.000327,0.227,0.159,0.255,-26.5,2.19,-0.0588,0.0955,0.0239,0.0237,0.000629,Play
0.0824,0.000393,0.236,0.149,0.264,-27.5,2.54,-0.246,0.112,0.043,-0.0993,0.000316,Play
0.0692,0.000169,0.242,0.171,0.253,-27.3,2.2,0.101,-0.154,0.0519,0.163,0.00023,Play
0.0582,0.000167,0.241,0.174,0.258,-27.4,2.85,0.206,-0.129,-0.128,0.0332,0.000598,Play
0.0469,0.000108,0.257,0.175,0.294,-28,1.9,0.429,0.0118,-0.129,-0.0186,0.000498,Play
0.0318,0.000186,0.234,0.163,0.252,-27.2,3.02,0.326,-0.25,-0.0979,0.017,0.000987,Play
0.0317,0.000443,0.224,0.167,0.23,-26.3,3.74,0.278,-0.656,-0.00909,0.36,0.00113,Play
0.0287,0.0031,0.215,0.236,0.00185,-23.3,3.32,0.739,-0.0463,-0.135,0.271,0.00104,Play
0.0238,0.00545,0.19,0.238,0.00187,-22.6,3.61,0.382,-0.171,-0.0455,0.101,0.00337,Play
0.0556,0.0013,0.277,0.203,0.258,-24.5,3.15,0.499,-0.13,0.0115,0.213,0.00473,Play
0.0888,0.000302,0.265,0.193,0.292,-26.4,2.48,0.46,0.0241,0.036,0.139,0.00114,Play
0.0799,0.000157,0.298,0.164,0.364,-29.1,2.61,0.546,-0.00234,-0.00749,0.0289,0.00093,Play
0.0926,0.000218,0.298,0.16,0.358,-28.7,3.17,0.223,-0.0519,-0.00903,0.00483,0.000579,Play
0.092,0.000248,0.295,0.168,0.313,-30,2.77,0.312,-0.035,0.25,0.162,9.07E-05,Play
0.0833,0.000231,0.27,0.174,0.325,-28.9,2.32,0.536,-0.0673,-0.133,0.000814,0.00048,Play
0.0617,0.0001,0.307,0.189,0.462,-29.5,2.68,0.394,-0.238,-0.115,-0.145,0.000482,Play
0.0675,0.000131,0.287,0.161,0.281,-31.2,3.11,0.481,-0.169,-0.0211,0.0455,5.1E-05,Play
0.0633,0.000154,0.242,0.156,0.257,-29.5,3.15,0.318,-0.236,0.00686,-0.0745,0.00048,Play
0.057,5.72E-05,0.23,0.163,0.278,-30.4,3.14,0.082,-0.0405,-0.0614,-0.0387,0.00344,Play
0.0607,7.57E-05,0.217,0.173,0.218,-29.3,2.28,0.138,0.0393,0.34,0.00883,0.000359,Play
0.0428,7.05E-05,0.189,0.151,0.205,-29.5,3.05,0.648,-0.204,-0.0504,-0.0316,0.000262,Play
0.0406,0.000221,0.205,0.181,0.205,-27.1,3.41,0.525,-0.0975,-0.0351,-0.101,0.000798,Play
0.0424,0.000436,0.256,0.185,0.263,-25.5,2.97,-0.133,0.109,0.165,-0.0581,0.000763,Play
0.0577,0.000148,0.225,0.159,0.243,-28.1,2.75,0.0537,0.164,0.0799,0.049,0.00135,Play
0.0324,0.00235,0.219,0.216,0.162,-23.1,3.1,0.588,-0.368,-0.143,-0.177,0.00237,Play
0.0316,0.000158,0.231,0.17,0.227,-27.7,2.96,0.51,-0.275,-0.09,-0.348,0.000359,Play
0.0405,0.00472,0.227,0.258,0.00499,-21.4,2.43,0.563,-0.0671,0.0955,-0.21,0.00158,Play
0.0459,0.00172,0.207,0.224,0.157,-22.4,2,0.373,-0.038,0.188,-0.0527,0.000815,Play
0.0526,0.000207,0.219,0.188,0.206,-25.7,1.94,0.173,-0.263,-0.0706,0.033,0.00152,Play
0.0516,0.000717,0.232,0.176,0.259,-24.5,2.38,0.144,-0.0332,0.0673,-0.264,0.00332,Play
0.069,0.000348,0.231,0.15,0.266,-26.3,2.7,0.00175,-0.269,-0.107,-0.396,0.00209,Play
0.0599,0.000103,0.235,0.168,0.249,-27.9,2.17,0.0572,-0.279,0.0214,-0.0915,0.000337,Play
0.0623,0.00123,0.237,0.187,0.229,-24,2.7,-0.188,-0.267,-0.0813,0.118,0.000476,Play
0.0549,0.000378,0.225,0.164,0.242,-26.8,1.81,-0.0823,0.132,0.0044,-0.00198,0.000872,Play
0.0641,0.000301,0.229,0.161,0.242,-27.5,1.93,-0.267,0.0503,0.348,-0.063,0.000381,Play
0.046,0.000744,0.215,0.179,0.223,-25,3.07,0.0852,-0.0966,0.0205,-0.122,0.00291,Play
0.0585,0.0002,0.222,0.148,0.247,-28.4,2.35,-0.11,-0.118,0.078,0.0271,7.62E-05,Play
0.075,0.0023,0.264,0.196,0.264,-23.8,3.21,0.0842,-0.202,-0.037,0.148,0.00204,Play
0.0581,0.00289,0.283,0.222,0.221,-22.9,3.35,-0.0412,-0.347,0.154,0.0402,0.00188,Play
0.0633,0.000356,0.317,0.163,0.357,-28.5,2.99,0.519,-0.404,-0.243,0.2,0.00128,Play
0.0808,0.000276,0.288,0.16,0.334,-28.9,2.5,0.623,-0.263,-0.242,-0.0969,0.000659,Play
0.109,0.000356,0.301,0.186,0.336,-27.4,2.78,0.425,-0.501,0.129,0.167,0.000788,Play
0.0784,0.00056,0.304,0.195,0.342,-27.2,3.17,0.727,-0.135,-0.0461,0.0484,0.00235,Play
0.0327,0.00106,0.24,0.223,0.0929,-24.8,3.36,0.731,-0.247,-0.0095,0.056,0.0018,Play
0.062,0.000451,0.26,0.197,0.288,-25.8,2.7,0.862,-0.0752,-0.153,0.0146,0.0058,Play
0.0592,0.000331,0.233,0.22,0.176,-25.2,1.92,0.912,0.0444,-0.0723,0.301,0.00174,Play
0.0519,0.000107,0.245,0.194,0.249,-27.2,2.24,0.587,0.0252,-0.254,0.256,0.00265,Play
0.046,0.000355,0.24,0.19,0.223,-25.9,3.06,-0.16,0.0668,-0.0441,0.153,0.00315,Play
0.0519,0.00014,0.257,0.192,0.249,-27.1,2.5,0.315,-0.0498,0.123,-0.0733,0.00367,Play
0.057,0.000221,0.237,0.168,0.258,-26.5,1.57,0.207,0.029,0.00781,-0.12,0.00144,Play
0.0506,0.000157,0.241,0.195,0.277,-27.4,1.43,0.808,0.139,0.0775,-0.0478,0.000307,Play
0.0492,9E-05,0.262,0.189,0.289,-28.4,1.94,0.554,0.081,0.00137,0.0793,0.000497,Play
0.0528,0.000779,0.247,0.175,0.255,-25.4,3.04,0.329,-0.235,-0.0875,0.0202,0.00198,Play
0.0344,0.00685,0.225,0.279,0.00188,-21.9,3.42,0.277,-0.182,-0.211,0.00877,0.00506,Play
0.0389,0.00273,0.269,0.23,0.0164,-23.5,3.6,0.416,-0.194,-0.223,-0.113,0.0037,Play
0.0731,0.00101,0.218,0.184,0.223,-24.1,2.29,-0.154,-0.0428,-0.268,-0.375,0.00116,Play
0.0663,0.00088,0.217,0.184,0.22,-24.5,2.54,-0.383,0.0597,-0.168,-0.346,0.00192,Play
0.0576,0.000197,0.283,0.198,0.265,-27.9,3.65,0.428,-0.309,-0.202,0.173,0.00141,Play
0.0587,0.000842,0.327,0.198,0.342,-26,3.62,-0.0317,-0.55,-0.149,0.271,0.00168,Play
0.0619,0.0018,0.318,0.196,0.302,-25.6,3.79,0.261,-0.178,-0.125,-0.0264,0.00169,Play
0.028,0.000487,0.237,0.195,0.185,-26.2,3.41,-0.0543,-0.104,0.0849,0.0383,0.000458,Play
0.0346,0.000317,0.243,0.177,0.24,-27.3,3.1,0.0574,-0.233,0.00981,0.072,0.00142,Play
0.028,7.14E-05,0.203,0.171,0.23,-28,2.19,0.117,0.0556,-0.0438,-0.0586,0.000758,Play
0.028,0.000496,0.22,0.198,0.155,-25.5,2.49,0.212,0.0591,0.0407,0.00987,0.00148,Play
0.0297,0.00156,0.26,0.22,0.0976,-24.8,2.77,0.53,-0.124,-0.347,-0.334,0.00195,Play
0.0416,0.000601,0.21,0.183,0.207,-26,2.28,0.541,-0.231,-0.351,-0.209,0.000348,Play
0.0368,0.00416,0.243,0.203,0.188,-22.8,3.08,0.23,-0.22,-0.384,-0.322,0.002,Play
0.0285,0.00101,0.222,0.173,0.202,-26,2.81,0.558,-0.362,-0.394,-0.432,0.000109,Play
0.0169,0.000858,0.232,0.189,0.166,-26.6,3.31,0.528,-0.483,-0.637,-0.342,0.000821,Play
0.026,0.000994,0.232,0.169,0.195,-26.4,3.92,0.332,-0.437,-0.427,-0.131,0.000425,Play
0.0409,0.00103,0.264,0.186,0.213,-26,3.58,0.374,-0.34,-0.334,-0.293,0.00582,Play
0.0459,0.00272,0.248,0.197,0.196,-23.5,3.71,0.237,-0.374,0.0474,0.00869,0.00366,Play
